Date,Text
2020-03-02 23:54:46+00:00,"COVID-19 is powerful the nuclear weapon, creating COVID-19 is most efficient than the atomic bomb. To destruct us you need to create new (complex)coronavirus and putting him into us. and then you can distract us, the most powerful country in the word in a few days. 我不想要的东西"
2020-03-02 23:54:43+00:00,"NY State Admits First Confirmed Covid-19 Case As Global Deaths Pass 3,000: Live Updates | Zero Hedge • 6 being tested in NYC for coronavirus https://www.zerohedge.com/geopolitical/we-dont-know-where-will-go-us-australia-thailand-report-1st-coronavirus-deaths-new"
2020-03-02 23:54:42+00:00,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html
2020-03-02 23:54:41+00:00,#Indonesia 1 caso confirmado #coronavirus #COVID19 #COVIDー19 #covid-19 #epitwitter
2020-03-02 23:54:30+00:00,BREAKING: Black & Veatch said they are currently monitoring a potential exposure of two employees who work at their location near 115th and Metcalf in Overland Park to the COVID-19 coronavirus. 
2020-03-02 23:54:28+00:00,"Hey everyone! Just a quick update about some questions regarding the COVID-19 coronavirus travel restrictions. We're full-steam ahead but will keep an eye out for any changes out of our control, so stay tuned for any updates if we need to post..."
2020-03-02 23:54:06+00:00,Coronavirus update: People suspected of carrying COVID-19 could be detained under biosecurity laws https://www.abc.net.au/news/2020-03-03/coronavirus-updates-live/12019474 via @ABCNews
2020-03-02 23:54:03+00:00,Coronavirus in China: The most important lessons from China’s Covid-19 response - Vox 
2020-03-02 23:53:59+00:00,‘This is the coverup’: #CDC website stops reporting number of COVID-19 virus tests #coronavirus 
2020-03-02 23:53:22+00:00,Dr. Rendi Murphree will be live on WPMI soon to discuss the COVID-19 coronavirus. Tune in soon. @WPMI NBC 15 News https://www.instagram.com/p/B9QBn3Qj1V1/?igshid=jqfmrzdu24cj
2020-03-02 23:53:19+00:00,"Travelers are paying thousands of dollars to evacuate from #coronavirus-affected areas on private jets. Thanks to aviation #loopholes, they can get out quickly despite #TravelBan @businessinsider V/ @PawlowskiMario #COVID #CV19 #virus #COVID19 #Covid_19 "
2020-03-02 23:52:54+00:00,The UT Emergency Operations Team is continuing to monitor the coronavirus (COVID-19). More info: 
2020-03-02 23:52:39+00:00,#Senegal 1 caso confirmado #coronavirus #COVID19 #COVIDー19 #covid-19 #epitwitter
2020-03-02 23:52:36+00:00,How can an orchestra conductor help in preventing #coronavirus infections? #Covid_19 
2020-03-02 23:52:23+00:00,Johns Hopkins University's Coronavirus COVID-19 map. https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
2020-03-02 23:52:13+00:00,"What James Robb, MD UC San Diego is doing for the upcoming COVID-19 (coronavirus) pandemic "
2020-03-02 23:51:58+00:00,Black & Veatch monitoring possible COVID-19 coronavirus exposure at Overland Park location 
2020-03-02 23:51:46+00:00,Having teachers at schools in #Japan when students stay away to prevent the spread of the #coronavirus lets us infer one of two possibilities: 1. School officials do not consider COVID-19 to be a serious threat. 2. School officials do not care about the welfare of teachers.
2020-03-02 23:51:37+00:00,Full transcript of “smoking gun” bombshell interview: Prof. Frances Boyle exposes the bioweapons origins of the CoVid-19 coronavirus https://www.naturalnews.com/2020-02-20-full-transcript-smoking-gun-interview-prof-frances-boyle-coronavirus-bioweapons.html
2020-03-02 23:51:30+00:00,"Coronavirus outbreak: 3 new cases of COVID-19 in Ontario, province total... https://youtu.be/o2gE7MSyV2o via @YouTube this is how IDIOTS ARE LOOKING AFTER US"
2020-03-02 23:51:23+00:00,The #Coronavirus Disease 2019 (#COVID_19) Outbreak in #China—Summary of a China CDC Report
2020-03-02 23:51:22+00:00,#Marruecos #Morocco 1 caso confirmado #coronavirus #COVID19 #COVIDー19 #Covid-19 #epitwitter
2020-03-02 23:51:02+00:00,COVID-19 Coronavirus concerns have many organizations considering remote learning &amp; work options. Could this strain the internet? Not likely. http://bit.ly/2wly7wk. @LinkOregon stands ready to aid Oregon's public/non-profit sectors as needed. #resilience #remoteworking
2020-03-02 23:51:01+00:00,President Greg Schulz shares an update and guidance on COVID-19 (Novel Coronavirus). http://news.fullcoll.edu/a-memo-from-the-president-campus-update-and-guidance-on-covid-19-novel-coronavirus/
2020-03-02 23:50:57+00:00,Why isn't there a public communication campaign ie televised information on the symptoms treatment and isolation requirements of the COVID-19 coronavirus???? There should be nationwide broadcasts at least once a day and info advertisements from the federal health dept and CDC
