Date,Text
2020-01-30 16:51:56+00:00,"Most ""at risk"" cities for #coronavirus across the globe. Study from 1/28/20 https://www.southampton.ac.uk/news/2020/01/corona-virus.page #nCoV2019"
2020-01-30 16:40:33+00:00,thread #coronavirus asymptomatic/symptomatic etc. 
2020-01-30 16:26:32+00:00,"FROM 2018 The #US strategic stockpile. #coronavirus Officials won't say how many stockpile warehouses exist. But there are at least 6. All the locations are secret, including this one in an industrial complex off a busy highway. "
2020-01-30 16:22:52+00:00,Updated list of countries and numbers of #coronavirus cases. #nCoV2019 @Wikipedia https://en.wikipedia.org/wiki/2019%E2%80%9320_Wuhan_coronavirus_outbreak
2020-01-30 16:18:30+00:00,"""Cases recorded in Taiwan, Germany, Vietnam and Japan involved patients who had not been to China. There have been no reported deaths outside #China."" - @nytimes #nCoV2019 #coronavirus https://www.nytimes.com/2020/01/30/world/asia/coronavirus-china.html"
2020-01-30 16:11:45+00:00,"""The number of people diagnosed with a new #coronavirus infection in Australia increased to eight on the 30th, of which 4 were in New South Wales, 3 were in Victoria, and 1 was in Queensland."" #nCoV2019 http://www.kaixian.tv/gd/2020/0130/274646.html"
2020-01-30 16:03:18+00:00, Not good.. International flights must be halted in and out of China. @V2019N @British_Airways @WHO #coronavirus #coronavirusec #BritishAirways #nCoV2019
2020-01-30 15:29:24+00:00,Note: this Twitter account is apolitical. @RonaldKlain @ScottGottliebMD are excellent people to follow for an understanding of the intersection of politics and outbreaks in the #US and response of US gov't. #coronavirus 
2020-01-30 14:58:25+00:00,"""Human-to-human transmission likely occurred from near the beginning."" #coronavirus #nCoV2019"
2020-01-30 14:52:24+00:00,"""More than 6,000 people have been prevented from disembarking from a cruise ship in the Italian port city of Civitavecchia after the liner was placed on lockdown over two suspected cases of the deadly #coronavirus."" "
2020-01-30 14:24:35+00:00," First confirmed case out of Kerala, India #coronavirus #coronavirusec #India #nCoV2019 Let's hope this is contained in Kerala.. Seems unlikely at this point. @who @V2019N India confirms its first coronavirus case "
2020-01-30 14:15:05+00:00,"It is not sars - sars is from the family of coronaviruses, as is mers. The novella Coronavirus is also of the same family. Sars, novella Coronavirus (what we have now) and mers are similar but not the same. NC is more contagious than sars and mers."
2020-01-30 14:14:32+00:00,"My point was not worth pissing you off. SARS Is caused by coronavirus. I am conflating the two, like lopping HIV and AIDS into the same basket. I'm sorry that I scuffed your thickest of skin. My bad."
2020-01-30 13:38:35+00:00,I have heard on the radio that UK pandemic contingency plans include converting school gyms/stadiums/swimming pools into field hospitals. So why are Chinese building new hospitals? Doesn't make sense #nCoV19 #coronavirus @howroute @V2019N
2020-01-30 10:23:22+00:00,India reports its first confirmed #coronavirus positive case. A student returning #Kerala from #Wuhan University is currently stable and being monitored. @V2019N #CoronavirusWHO #nCoV2019 @JHUSystems
2020-01-30 08:54:21+00:00,Shortly | One Positive Case Is Reported of Coronavirus In Kerala: Union Health Ministry https://thehealth.today/one-positive-case-is-reported-of-coronavirus-in-kerala-union-health-ministry/ @V2019N @WHO @WHOSEARO #coronavirus #CoronavirusWho #coronavirusindia #CoronaOutbreak #nCoV2020 #nCoV2019 #nCoV #WuhanCoronavirus #WuhanPneumonia #WuhanOutbreak
2020-01-30 05:49:00+00:00,"No, this is a novel corona virus, sars happened in 2003 - they are from the same family as is mers. This is worse than sars."
2020-01-30 05:26:16+00:00,It actually is SARS.... As SARS is coronavirus.
2020-01-30 04:38:08+00:00,"#UK FCO -advise against all travel to Hubei Province. If you're in this area &amp; able to leave, you should do so. -advise against all but essential travel to the rest of mainland China due to ongoing novel #coronavirus outbreak. You may want to leave soon https://promedmail.org/promed-post/?id=20200129.6929532"
2020-01-30 03:54:41+00:00,"In Canada, it's Chief Public Health Officer is dealing with a mutation of #coronavirus, rampant and out of control anti-Chinese and anti-Asian racism across Canada "
2020-01-30 03:39:51+00:00,"Q: How should clinicians handle? A: CDC guide if they come into contact. If someone comes in & presents w/ respiratory involvement & fever, ask ""Have you been in #China recently?"" If yes, mask on them, isolation room, contact @CDCgov -Fauci #coronavirus "
2020-01-30 03:11:24+00:00,"Can infected people can start spreading the virus before they themselves get sick? Chinese health officials said they believe such transmission has taken place. If it happened often, could make stopping an outbreak much harder."" #coronavirus https://www.nytimes.com/2020/01/29/health/china-coronavirus-outbreak.html?smid=tw-nythealth&amp;smtyp=cur"
2020-01-30 03:05:46+00:00,"@CDCgov is already gearing up should the approach need to evolve to mitigation strategies like closing schools, preventing public gatherings and helping hospitals prepare for a surge of cases. #coronavirus #2019nCoV https://www.nytimes.com/2020/01/29/health/china-coronavirus-outbreak.html?smid=tw-nythealth&amp;smtyp=cur"
2020-01-30 03:02:48+00:00,"“I think the next four to five weeks are going to be critical. It’s either going to start peaking and go into a downturn, or it’s going to explode into a global outbreak.” - Fauci NIAID #coronavirus #2019nCoV"
2020-01-30 03:00:43+00:00,"“If we’re seeing widespread transmission, I don’t see how this gets controlled. On the other hand, if we see a ... incredible effort they were able to isolate people, tamp down the spread, then we’re in a containment situation.” -Frieden #coronavirus https://www.nytimes.com/2020/01/29/health/china-coronavirus-outbreak.html?smid=tw-nythealth&amp;smtyp=cur"
2020-01-30 01:52:06+00:00,I hate to say this but what do you expect from the #Trump administration everything #POTUS touches dies. #CDC is a joke. #CoronavirusOutbreak #coronavirususa #coronavirus
2020-01-30 01:10:17+00:00,3 #Japanese evacuees test positive for #coronavirus | NHK WORLD-JAPAN News https://www3.nhk.or.jp/nhkworld/en/news/20200130_26/
2020-01-30 00:56:32+00:00,"thread on #CoronavirusOutbreak best case / worst case, interventions etc. #coronaravirus #coronavirus #China"
2020-01-30 00:39:37+00:00,Great piece on past #pandemics and #coronavirus. 
