Date,Text
2020-04-07 23:57:21+00:00,Curve Ball: The Worst-Case COVID-19 Scenario Was Just Dramatically Cut by Modelers https://pjmedia.com/trending/curve-ball-the-worst-case-covid-19-scenario-was-just-dramatically-cut-by-modelers/ #NewsandPolitics via @pjmedia_com #flattenthecurve #covid19 #coronavirus @realdonaldtrump
2020-04-07 23:57:17+00:00,"Given how horrendously bored everyone is at home, and the 750,000 #NHS volunteers, can we stop using “people won’t work” as an argument against universal basic income now? #UBI #Lockdown #Isolation #Coronavirus #COVID-19"
2020-04-07 23:57:05+00:00,Why Black Americans Need To Take #Covid-19 #Coronavirus Serious 
2020-04-07 23:56:53+00:00,Check out Covid-19 Coronavirus 2019-nCoV svg by Zoya Miller at Creative Market 
2020-04-07 23:56:38+00:00,Charity Crypto Poker Tournament: Big-Stacking Sats for COVID-19 #Blockchain #Charity #Coronavirus 
2020-04-07 23:56:37+00:00,This drug destroys any trace of coronavirus COVID-19 in just 48 hours is this 
2020-04-07 23:56:35+00:00,Covid 19 coronavirus: Ridesharing firm Ola pivots to 'contactless' parcel delivery service #HeraldPremium
2020-04-07 23:56:32+00:00,"What we said on November 10, 2017: https://genomediscovery.org/2017/11/combinatorial-antiviral-therapy-cat-a-pharmaceutical-mixture-encompassing-ivermectin-and-cantharidin-inhibits-hepatitis-bc-dengue-zika-ebola-hiv-1-mtb-malaria-cmv-sars-influenza-h1ni/ Ivermectin for COVID-19 (Corona virus) Treatment: Mechanism of action https://youtu.be/FrOawvBm1j4 via @YouTube"
2020-04-07 23:56:27+00:00,"Nigeria has taken its total confirmed cases of coronavirus (COVID-19) to 254, similarly as 16 new cases have been affirmed Tuesday evening. https://bit.ly/2VadQT3"
2020-04-07 23:56:19+00:00,"Think they mean coronavirus has different strains, one of them being Covid-19."
2020-04-07 23:56:17+00:00,Six (6) additional confirmed positive cases of Coronavirus (COVID-19) in South River (visit link for details) 
2020-04-07 23:56:16+00:00,Don’t let up investigating his hundreds of other crimes. Re-impeach!! #coronavirus #staythefuckhome #covid_19 #shelterinplace #impeachtrump #liarinchief #thisisnohoax #womensmarch2020 #quarantine #virus #pandemic #socialdistancing #TrumpOwnsEveryDeath #bloodonTrumpshands #lgbt
2020-04-07 23:55:58+00:00,"The CDC & Coronavirus data are Fraudulent. Flu &amp; Pneumonia numbers are added to COVID-19 counts for inflated case/death results! ""CDC: Hospitals to List COVID-19 as Cause of Death Even if It is Assumed to Have Caused Or Contributed to Death, No Lab Tests"" https://www.thegatewaypundit.com/2020/04/cdc-tells-hospitals-list-covid-19-cause-death-even-assumed-caused-contributed-death-lab-tests-not-required/"
2020-04-07 23:55:57+00:00,Intensive care management of coronavirus disease 2019 (COVID-19): challenges and recommendations 
2020-04-07 23:55:55+00:00,"Coronavirus updates, April 7: Latest news on the COVID-19 pandemic from Pakistan and around the world https://www.geo.tv/latest/281384-coronavirus-updates-april-7-latest-news-on-the-covid-19-pandemic-from-pakistan-and-around-the-world #geonews"
2020-04-07 23:55:50+00:00,COVID-19 PH UPDATES: How will the global economy ever recover from the coronavirus? | Start Here - http://covid19globalupdates.com/2020/04/07/how-will-the-global-economy-ever-recover-from-the-coronavirus-start-here/
2020-04-07 23:55:38+00:00,"STARTLING NEWS: Fat boy was exactly correct saying that, Obama did nothing about this Novel Corona virus, Covid-19. Being out of office for 3 years is no excuse! "
2020-04-07 23:55:28+00:00,Cruise line bosses 'concealed' covid-19 infections to fool passengers By blocking TV news #Coronavirus 
2020-04-07 23:55:28+00:00,#USSNimitz aircraft carrier reportedly faces positive COVID-19 cases At least two sailors assigned to the USS Nimitz has tested positive for the novel coronavirus (COVID-19) in the LAST WEEK (?) MUCH CAN CHANGE IN A WEEK... HIDING THE TRUTH? #MOG
2020-04-07 23:55:21+00:00,"Every single digit of those that have passed away from #coronavirus represents a person, a life. I know not everyone can, but if you can, please #stayathome. If you #stayhome, you help in fighting against the spread of #COVID19 #Covid_19 &amp; could save a life. "
2020-04-07 23:55:14+00:00,"Israel health minister, who claims coronavirus is ‘divine punishment’ for homosexuality, tests positive for COVID-19. That is all"
2020-04-07 23:55:13+00:00,This drug destroys any trace of coronavirus COVID-19 in just 48 hours 
2020-04-07 23:55:12+00:00,"Point me in the direction of the clown who came up with this stupid idea. We still don’t know exactly how COVID-19 operates (maybe apart from airborne and tactile cross contamination), and what if this coronavirus mutates into something much stronger and more insidious?"
2020-04-07 23:55:08+00:00,We are looking for insight on COVID-19 / Coronavirus from all health experts. https://www.sourcebottle.com/query.asp?qid=95227&amp;ref=emailalertfad966a
2020-04-07 23:55:07+00:00,"Covid 19 coronavirus: Washington Post - New Zealand isn't just flattening the curve, it's squashing it', via @nzherald"
